distv_env,distv_num,Type
2.085054795,0.656914886,vOTUs
1.582695545,0.422212281,vOTUs
1.128975474,0.706897774,vOTUs
1.70165158,0.540985463,vOTUs
1.905487673,0.473689453,vOTUs
9.456914539,0.500106134,vOTUs
10.10782009,0.450041701,vOTUs
11.18842318,0.460501443,vOTUs
8.094435476,0.393980345,vOTUs
10.10809675,0.414585835,vOTUs
10.15452806,0.326222061,vOTUs
23.17431977,0.504246602,vOTUs
24.1899073,0.489396568,vOTUs
24.14728051,0.556871888,vOTUs
22.27369544,0.34774601,vOTUs
22.11912058,0.386688097,vOTUs
24.13442165,0.416013627,vOTUs
25.29570129,0.465417156,vOTUs
26.06070575,0.357236482,vOTUs
27.49232579,0.402674341,vOTUs
27.30410035,0.341462511,vOTUs
28.3868935,0.317739355,vOTUs
27.38265531,0.392151444,vOTUs
12.47274048,0.531961232,vOTUs
13.26082354,0.44986736,vOTUs
13.09278151,0.407383089,vOTUs
14.09927686,0.23613775,vOTUs
15.05798649,0.27274495,vOTUs
12.43056002,0.251916417,vOTUs
3.695133679,0.452857445,vOTUs
2.555583018,0.372870717,vOTUs
3.523592601,0.240779655,vOTUs
2.098682997,0.262046536,vOTUs
4.520046573,0.254797768,vOTUs
3.648955309,0.24017744,vOTUs
1.225089903,0.407341363,vOTUs
1.217075285,0.754678124,vOTUs
2.567192712,0.516863627,vOTUs
2.053200393,0.453758713,vOTUs
10.66568656,0.516160532,vOTUs
11.14078322,0.47189809,vOTUs
12.4863865,0.466345691,vOTUs
9.390131557,0.415328811,vOTUs
11.44156026,0.501169967,vOTUs
11.48947274,0.408382204,vOTUs
24.4723427,0.545626127,vOTUs
25.47995397,0.524875438,vOTUs
25.50020446,0.597297352,vOTUs
23.49882053,0.441763387,vOTUs
23.45425357,0.454430046,vOTUs
25.49272983,0.446005542,vOTUs
26.56118417,0.529309061,vOTUs
27.32325378,0.450982926,vOTUs
28.75392564,0.481543976,vOTUs
28.5600799,0.379155439,vOTUs
29.62728022,0.352018652,vOTUs
28.58841298,0.446840483,vOTUs
13.8045761,0.539012224,vOTUs
14.61545839,0.446585867,vOTUs
14.48598558,0.481410136,vOTUs
15.59151979,0.291649306,vOTUs
16.36687922,0.354285805,vOTUs
13.6754093,0.345924614,vOTUs
4.590083688,0.501288902,vOTUs
4.239376755,0.460616513,vOTUs
4.240989159,0.306783235,vOTUs
3.746710981,0.319821485,vOTUs
5.665526338,0.30841668,vOTUs
5.163278012,0.300971844,vOTUs
0.759959824,0.499660812,vOTUs
1.464443466,0.454813683,vOTUs
1.098460741,0.63009,vOTUs
10.80331879,0.34797996,vOTUs
11.30502951,0.328555509,vOTUs
12.53392391,0.48629739,vOTUs
9.418113346,0.614018807,vOTUs
11.45814169,0.397284854,vOTUs
11.54364419,0.305166225,vOTUs
24.49542374,0.322134175,vOTUs
25.51902976,0.364857824,vOTUs
25.50075469,0.415068219,vOTUs
23.58465556,0.311280674,vOTUs
23.46719392,0.32526764,vOTUs
25.49073802,0.352048434,vOTUs
26.60008318,0.353061633,vOTUs
27.3656016,0.338638842,vOTUs
28.82266714,0.389599448,vOTUs
28.6031089,0.26668627,vOTUs
29.68279166,0.248317855,vOTUs
28.66936008,0.277122104,vOTUs
13.81894325,0.40969844,vOTUs
14.6266475,0.417440464,vOTUs
14.44600098,0.434751821,vOTUs
15.45145508,0.26206828,vOTUs
16.37228503,0.28786767,vOTUs
13.76228495,0.252680023,vOTUs
4.649825045,0.38187114,vOTUs
3.92954829,0.492842863,vOTUs
4.289593387,0.217768864,vOTUs
3.521914086,0.245219136,vOTUs
5.652269574,0.239793229,vOTUs
5.013190035,0.226962836,vOTUs
1.698972017,0.60064758,vOTUs
1.544707482,0.559568314,vOTUs
10.34594174,0.534975236,vOTUs
10.88200226,0.494078996,vOTUs
12.13825073,0.543832901,vOTUs
9.04334408,0.485721071,vOTUs
11.07386345,0.519821174,vOTUs
11.12942029,0.404484143,vOTUs
24.14152632,0.53385898,vOTUs
25.15261294,0.536813036,vOTUs
25.13206063,0.613409821,vOTUs
23.21431213,0.435847972,vOTUs
23.10049237,0.462726297,vOTUs
25.12269425,0.47501498,vOTUs
26.24340227,0.525305531,vOTUs
27.03697605,0.459712896,vOTUs
28.43340143,0.507840138,vOTUs
28.25204495,0.395108073,vOTUs
29.32651862,0.367239995,vOTUs
28.31382788,0.439562412,vOTUs
13.40010754,0.579051742,vOTUs
14.2188,0.487662662,vOTUs
14.08317421,0.534425081,vOTUs
15.12441881,0.3033229,vOTUs
16.03189185,0.353195427,vOTUs
13.34059371,0.331516333,vOTUs
4.155178429,0.522369043,vOTUs
3.449792459,0.523643003,vOTUs
3.775015383,0.288103603,vOTUs
3.074736191,0.313679968,vOTUs
5.1488793,0.303040377,vOTUs
4.500413016,0.290846259,vOTUs
1.007406583,0.586483675,vOTUs
10.84551961,0.611166495,vOTUs
11.41417765,0.61081364,vOTUs
12.40935631,0.731684206,vOTUs
9.332234874,0.481636049,vOTUs
11.3233829,0.574890961,vOTUs
11.41700452,0.541738689,vOTUs
24.34138743,0.560135957,vOTUs
25.3493546,0.64107481,vOTUs
25.28502047,0.557191685,vOTUs
23.45890295,0.52964933,vOTUs
23.26020997,0.560743722,vOTUs
25.25873799,0.617001212,vOTUs
26.44201866,0.616863727,vOTUs
27.1591802,0.507333847,vOTUs
28.69999882,0.534832196,vOTUs
28.43604482,0.53002322,vOTUs
29.53921499,0.502890512,vOTUs
28.54972794,0.54814411,vOTUs
13.69718252,0.521680071,vOTUs
14.48392085,0.525636022,vOTUs
14.20919668,0.535873262,vOTUs
15.09699908,0.45694945,vOTUs
16.18416288,0.502314413,vOTUs
13.70722494,0.451428123,vOTUs
4.997683148,0.532879232,vOTUs
3.793857306,0.476933324,vOTUs
4.617764888,0.428660713,vOTUs
3.46938097,0.46864897,vOTUs
5.751636096,0.451771474,vOTUs
4.968526432,0.446209502,vOTUs
11.18647432,0.46517002,vOTUs
11.84234084,0.478908414,vOTUs
12.81519697,0.639026221,vOTUs
9.690993095,0.71971636,vOTUs
11.71659413,0.574963282,vOTUs
11.77469228,0.4598268,vOTUs
24.71144128,0.431889539,vOTUs
25.75067702,0.500477782,vOTUs
25.69985146,0.493414051,vOTUs
23.84967417,0.454867991,vOTUs
23.66817871,0.479711438,vOTUs
25.6835824,0.519581325,vOTUs
26.86568097,0.505728821,vOTUs
27.52755775,0.527323607,vOTUs
29.11423333,0.53525905,vOTUs
28.86287403,0.415476457,vOTUs
29.96124053,0.398830268,vOTUs
28.95239453,0.400414162,vOTUs
14.16993342,0.457257863,vOTUs
14.91459675,0.452844343,vOTUs
14.65614711,0.553480101,vOTUs
15.58622519,0.41053834,vOTUs
16.58046675,0.43700824,vOTUs
14.12121925,0.381525961,vOTUs
5.424354992,0.43675961,vOTUs
4.350626015,0.617359307,vOTUs
5.09267719,0.338258866,vOTUs
3.870617132,0.39550757,vOTUs
6.296732515,0.386050918,vOTUs
5.490014431,0.377008543,vOTUs
2.70159475,0.725536929,vOTUs
2.405591629,0.633803034,vOTUs
2.085322803,0.433699449,vOTUs
1.846466564,0.615838248,vOTUs
1.83783236,0.577758955,vOTUs
14.08788957,0.7904919,vOTUs
15.02502059,0.792921053,vOTUs
15.06075264,0.615667842,vOTUs
13.05762509,0.562841392,vOTUs
13.04527711,0.606417841,vOTUs
15.06930555,0.685835372,vOTUs
16.12268404,0.693587309,vOTUs
17.11551493,0.483490142,vOTUs
18.1836974,0.514863928,vOTUs
18.14582381,0.534590455,vOTUs
19.17847273,0.510553901,vOTUs
18.1591006,0.604213129,vOTUs
3.53455534,0.520864187,vOTUs
4.171663137,0.471464687,vOTUs
4.525733695,0.421408343,vOTUs
6.040195817,0.382907444,vOTUs
6.292056358,0.474546793,vOTUs
3.194992352,0.428201368,vOTUs
7.24944619,0.475805122,vOTUs
7.418432703,0.377393024,vOTUs
8.307035923,0.392507575,vOTUs
7.425096011,0.416686748,vOTUs
6.43683706,0.399818295,vOTUs
6.316609053,0.396914389,vOTUs
3.422863617,0.642315501,vOTUs
3.669029239,0.443534543,vOTUs
3.410801973,0.640065232,vOTUs
3.89305891,0.610625165,vOTUs
14.45779139,0.712594696,vOTUs
15.19544872,0.766951258,vOTUs
15.34544175,0.587248175,vOTUs
13.11830473,0.608903388,vOTUs
13.36066565,0.656398559,vOTUs
15.32061947,0.711877282,vOTUs
16.04394526,0.665007347,vOTUs
17.40417336,0.512735902,vOTUs
18.12596268,0.566514639,vOTUs
18.0160821,0.590769351,vOTUs
19.01380662,0.58339513,vOTUs
18.01675624,0.642734731,vOTUs
3.553645361,0.455274109,vOTUs
4.799379081,0.462616417,vOTUs
5.204708692,0.43410491,vOTUs
6.662737433,0.464468415,vOTUs
6.852854165,0.519674374,vOTUs
3.48294823,0.457552568,vOTUs
7.207153126,0.475319701,vOTUs
7.896427535,0.383069117,vOTUs
8.170735046,0.431113874,vOTUs
8.108713314,0.475364451,vOTUs
6.285318823,0.450432656,vOTUs
6.752429885,0.478459694,vOTUs
3.166378556,0.566090535,vOTUs
1.186929375,0.650184788,vOTUs
1.530809624,0.618870658,vOTUs
12.21496123,0.567433539,vOTUs
13.07891013,0.692874449,vOTUs
13.09883281,0.556649501,vOTUs
11.10987702,0.605737177,vOTUs
11.04817048,0.617062514,vOTUs
13.06599568,0.683943516,vOTUs
14.16527938,0.647734022,vOTUs
15.06241903,0.551943204,vOTUs
16.36162124,0.581336439,vOTUs
16.16416784,0.554452417,vOTUs
17.24736867,0.525404159,vOTUs
16.23604318,0.558091181,vOTUs
2.012357674,0.479822954,vOTUs
2.320667305,0.488843592,vOTUs
2.224911827,0.557765523,vOTUs
3.795715845,0.479184368,vOTUs
4.098153246,0.546347735,vOTUs
1.653736649,0.479042587,vOTUs
9.140946044,0.49256029,vOTUs
9.137802271,0.534527719,vOTUs
10.14973683,0.434311559,vOTUs
9.136007696,0.493124979,vOTUs
8.205877911,0.475091401,vOTUs
8.097521099,0.458003657,vOTUs
2.073186971,0.582230069,vOTUs
2.300568092,0.474090381,vOTUs
15.15334677,0.407277014,vOTUs
16.12199665,0.468363373,vOTUs
16.12150321,0.475094524,vOTUs
14.18404045,0.47806885,vOTUs
14.075381,0.487153192,vOTUs
16.1070644,0.493565216,vOTUs
17.23309628,0.452203928,vOTUs
18.02243816,0.536978665,vOTUs
19.44835092,0.536751027,vOTUs
19.23862934,0.40330057,vOTUs
20.32304916,0.390863327,vOTUs
19.30413026,0.40071036,vOTUs
4.745173858,0.404957073,vOTUs
5.310994656,0.411409039,vOTUs
5.129310634,0.49892684,vOTUs
6.375033513,0.399829108,vOTUs
7.010446523,0.452815553,vOTUs
4.54561254,0.401712047,vOTUs
6.396630251,0.412073224,vOTUs
6.202727816,0.595265827,vOTUs
7.446996515,0.326776078,vOTUs
6.068563407,0.366137045,vOTUs
5.643192733,0.35461589,vOTUs
5.256463442,0.350395401,vOTUs
0.920550599,0.647206752,vOTUs
13.16399629,0.591194777,vOTUs
14.10481044,0.666612775,vOTUs
14.09503132,0.550141349,vOTUs
12.17637562,0.671626323,vOTUs
12.05103109,0.702926168,vOTUs
14.0749823,0.708509781,vOTUs
15.21521249,0.656909477,vOTUs
16.04722916,0.701818225,vOTUs
17.41821357,0.660768008,vOTUs
17.22160087,0.549678377,vOTUs
18.30652214,0.536313147,vOTUs
17.29943189,0.595688993,vOTUs
2.918355329,0.427403936,vOTUs
3.291427491,0.397733768,vOTUs
3.112235682,0.50828292,vOTUs
4.48709142,0.457914558,vOTUs
5.024797464,0.549181462,vOTUs
2.688972551,0.501907409,vOTUs
8.220086669,0.426785399,vOTUs
8.10002248,0.552880806,vOTUs
9.256462273,0.411338471,vOTUs
8.067308115,0.4477153,vOTUs
7.341521407,0.42789923,vOTUs
7.102231726,0.441941275,vOTUs
13.19076747,0.541221582,vOTUs
14.14576846,0.624035673,vOTUs
14.11668249,0.484621161,vOTUs
12.22626368,0.785883563,vOTUs
12.07357282,0.77016939,vOTUs
14.09893513,0.713829672,vOTUs
15.31969734,0.579476975,vOTUs
16.05226491,0.552403905,vOTUs
17.46332282,0.589607535,vOTUs
17.32300767,0.599481084,vOTUs
18.40518441,0.584478032,vOTUs
17.38699234,0.6051562,vOTUs
3.296718825,0.370750444,vOTUs
3.465673736,0.383884581,vOTUs
3.359086449,0.452607792,vOTUs
4.752614133,0.582614307,vOTUs
5.171459986,0.748854789,vOTUs
2.938728473,0.687898063,vOTUs
8.404628795,0.445556596,vOTUs
8.214148221,0.434933578,vOTUs
9.419731799,0.533782169,vOTUs
8.148469219,0.567304755,vOTUs
7.546417094,0.536656601,vOTUs
7.230382264,0.548309502,vOTUs
1.882872014,0.786244958,vOTUs
1.82901529,0.608952931,vOTUs
2.67941489,0.556604101,vOTUs
1.938161838,0.614873666,vOTUs
2.221357544,0.658127824,vOTUs
3.286080355,0.726552876,vOTUs
3.970749203,0.483570871,vOTUs
5.099509459,0.526651529,vOTUs
5.048386151,0.513000798,vOTUs
5.982014282,0.488673707,vOTUs
5.135851043,0.636661962,vOTUs
11.30238745,0.481946974,vOTUs
10.1553635,0.446977517,vOTUs
10.32856018,0.404852274,vOTUs
9.642738616,0.352951162,vOTUs
8.316556113,0.449089263,vOTUs
11.22718889,0.415155604,vOTUs
21.14149847,0.468769418,vOTUs
21.15762507,0.365284213,vOTUs
22.21169074,0.369860615,vOTUs
21.14659383,0.390443742,vOTUs
20.23638474,0.367608881,vOTUs
20.13092055,0.371682357,vOTUs
1.042777629,0.649041845,vOTUs
2.323513019,0.634340232,vOTUs
2.21347861,0.678024254,vOTUs
1.15405792,0.746588076,vOTUs
1.76780573,0.76313765,vOTUs
3.048657679,0.542415682,vOTUs
3.811021035,0.582232126,vOTUs
3.526011869,0.590153408,vOTUs
4.57519087,0.559135064,vOTUs
3.693551698,0.667443961,vOTUs
12.08196628,0.503646692,vOTUs
11.03652909,0.473499369,vOTUs
11.18490633,0.480672236,vOTUs
10.50259884,0.420925774,vOTUs
9.211279674,0.517496065,vOTUs
12.03147098,0.471670344,vOTUs
22.05105411,0.490654526,vOTUs
22.12592261,0.43066059,vOTUs
23.07477828,0.422241127,vOTUs
22.13938501,0.455883839,vOTUs
21.08852774,0.434252611,vOTUs
21.07194938,0.427345107,vOTUs
2.914847747,0.521043091,vOTUs
2.095851014,0.539425514,vOTUs
0.541187901,0.543511467,vOTUs
2.426264298,0.601132743,vOTUs
3.207146555,0.467745891,vOTUs
4.174223696,0.525475978,vOTUs
3.984022802,0.447367392,vOTUs
5.007816489,0.424975875,vOTUs
4.309619251,0.508161526,vOTUs
12.11167261,0.66886329,vOTUs
11.02377086,0.488742958,vOTUs
11.14062385,0.467304169,vOTUs
10.35579714,0.316680565,vOTUs
9.216198795,0.392165345,vOTUs
12.10413252,0.357213833,vOTUs
22.08403487,0.504278928,vOTUs
22.07946132,0.435989191,vOTUs
23.10559441,0.331019261,vOTUs
22.10202803,0.355323335,vOTUs
21.11014955,0.341637932,vOTUs
21.04175649,0.331156609,vOTUs
1.792951867,0.828200927,vOTUs
2.845449205,0.703246045,vOTUs
3.305645336,0.622638155,vOTUs
4.602355154,0.593889705,vOTUs
5.533115826,0.665440912,vOTUs
5.208865497,0.609784637,vOTUs
6.277946781,0.594721192,vOTUs
5.209558217,0.632057474,vOTUs
10.14706795,0.380814325,vOTUs
9.160185631,0.401710457,vOTUs
9.321746772,0.474670099,vOTUs
8.832040075,0.512616151,vOTUs
7.342126848,0.688327805,vOTUs
10.03234628,0.66202056,vOTUs
20.06642874,0.467191206,vOTUs
20.21394175,0.453582287,vOTUs
21.07644102,0.508580875,vOTUs
20.22422861,0.529359023,vOTUs
19.10509165,0.498472332,vOTUs
19.14769706,0.507231528,vOTUs
2.069610615,0.781258769,vOTUs
3.698171005,0.659158795,vOTUs
4.440284856,0.603186879,vOTUs
5.881035622,0.701949528,vOTUs
5.585586131,0.633318533,vOTUs
6.700824679,0.612326968,vOTUs
5.806012077,0.68680153,vOTUs
10.13438906,0.390025811,vOTUs
9.024647063,0.402529404,vOTUs
9.102243095,0.491519824,vOTUs
8.378628256,0.51022756,vOTUs
7.15403824,0.651420548,vOTUs
10.09306026,0.610615721,vOTUs
20.0794004,0.45317282,vOTUs
20.06986858,0.459463484,vOTUs
21.0982658,0.469666725,vOTUs
20.07668403,0.493711501,vOTUs
19.10888933,0.459907994,vOTUs
19.03595524,0.482149133,vOTUs
2.403330681,0.690626274,vOTUs
3.099109516,0.590171602,vOTUs
4.268839239,0.62954794,vOTUs
3.911844763,0.659259017,vOTUs
4.998843662,0.634460182,vOTUs
4.296433324,0.701754587,vOTUs
12.08707971,0.413336531,vOTUs
11.0177978,0.414353578,vOTUs
11.09167568,0.470838358,vOTUs
10.28670526,0.513328583,vOTUs
9.18033475,0.602488675,vOTUs
12.08787364,0.540638702,vOTUs
22.07371651,0.438000485,vOTUs
22.06191088,0.443457185,vOTUs
23.07999289,0.47443888,vOTUs
22.08841082,0.507570825,vOTUs
21.08217978,0.472431113,vOTUs
21.02630672,0.501611755,vOTUs
3.345455161,0.592242627,vOTUs
2.743695704,0.656123485,vOTUs
2.074299454,0.629313844,vOTUs
3.129287004,0.594914053,vOTUs
2.30063159,0.743442975,vOTUs
13.04876061,0.51136939,vOTUs
12.12221406,0.484925677,vOTUs
12.28213029,0.51022869,vOTUs
11.59634741,0.408743175,vOTUs
10.34105761,0.503393156,vOTUs
13.04598402,0.474003286,vOTUs
23.01995763,0.48154409,vOTUs
23.1788732,0.442214429,vOTUs
24.03231668,0.421643205,vOTUs
23.23483,0.447882645,vOTUs
22.04411332,0.421477335,vOTUs
22.11498124,0.425400054,vOTUs
4.534694027,0.650319301,vOTUs
3.46715195,0.557954519,vOTUs
4.374148071,0.548395048,vOTUs
3.67650714,0.541679906,vOTUs
14.3303927,0.367729066,vOTUs
13.21125765,0.372085716,vOTUs
13.13011188,0.535248647,vOTUs
12.34083625,0.445422427,vOTUs
11.06008135,0.504023412,vOTUs
14.21036953,0.479471055,vOTUs
24.15799199,0.401127051,vOTUs
24.11982943,0.555353396,vOTUs
25.17988716,0.399099854,vOTUs
24.05696309,0.442538557,vOTUs
23.21242689,0.41116115,vOTUs
23.12290988,0.424204272,vOTUs
2.101749879,0.659323821,vOTUs
1.916895263,0.631569238,vOTUs
1.91070329,0.665965374,vOTUs
15.16445747,0.43414863,vOTUs
14.25125088,0.441341148,vOTUs
14.55720874,0.573009778,vOTUs
13.95170776,0.450326195,vOTUs
12.66682515,0.530037827,vOTUs
15.15195484,0.500293306,vOTUs
25.12888244,0.445908292,vOTUs
25.34002641,0.548176077,vOTUs
26.13946596,0.414398681,vOTUs
25.42798957,0.43852929,vOTUs
24.1560408,0.413797309,vOTUs
24.25034802,0.423118144,vOTUs
1.264923404,0.853499486,vOTUs
0.974978969,0.757917763,vOTUs
15.05997694,0.370122171,vOTUs
14.15162652,0.398875562,vOTUs
14.27220456,0.456623717,vOTUs
13.55045812,0.512434605,vOTUs
12.32260228,0.562090661,vOTUs
15.05705969,0.51618552,vOTUs
25.02596024,0.396154089,vOTUs
25.18995008,0.379731996,vOTUs
26.02665163,0.484091824,vOTUs
25.24607745,0.51534,vOTUs
24.03987439,0.487806508,vOTUs
24.12955892,0.499092136,vOTUs
1.245553628,0.713253927,vOTUs
16.10100124,0.34299851,vOTUs
15.2101076,0.373901258,vOTUs
15.38679063,0.41349181,vOTUs
14.69750734,0.536210979,vOTUs
13.44124984,0.563739482,vOTUs
16.09564508,0.51898099,vOTUs
26.05425667,0.397207939,vOTUs
26.25811128,0.359997056,vOTUs
27.06062922,0.485898945,vOTUs
26.32649397,0.520302032,vOTUs
25.07713334,0.498886535,vOTUs
25.18772297,0.513934903,vOTUs
15.14663643,0.419387895,vOTUs
14.24093655,0.420731826,vOTUs
14.41498585,0.452560013,vOTUs
13.78922669,0.453236372,vOTUs
12.43559494,0.537394062,vOTUs
15.09488401,0.503703687,vOTUs
25.06972407,0.414350577,vOTUs
25.28462869,0.376163648,vOTUs
26.08064164,0.440369838,vOTUs
25.32865573,0.454709026,vOTUs
24.10685674,0.427686624,vOTUs
24.21381664,0.443032582,vOTUs
1.46085036,0.639628679,vOTUs
2.207902464,0.498290147,vOTUs
3.55255045,0.280599537,vOTUs
3.800651041,0.326102709,vOTUs
0.977438289,0.30086089,vOTUs
10.03613579,0.529784309,vOTUs
10.22712536,0.397836681,vOTUs
11.02639067,0.284020973,vOTUs
10.38833174,0.307758099,vOTUs
9.026757663,0.304099094,vOTUs
9.117337242,0.287293137,vOTUs
1.436760225,0.492804808,vOTUs
2.722701405,0.327545726,vOTUs
2.615882544,0.372060822,vOTUs
1.44162452,0.338369362,vOTUs
11.07385692,0.649799296,vOTUs
11.11744493,0.400112683,vOTUs
12.0997237,0.313379358,vOTUs
11.1897935,0.335589819,vOTUs
10.11482213,0.331819196,vOTUs
10.04567222,0.322862198,vOTUs
1.682933528,0.39694346,vOTUs
2.193307473,0.431304141,vOTUs
2.236761577,0.411626339,vOTUs
11.15207008,0.49170271,vOTUs
11.02628624,0.685912518,vOTUs
12.15134739,0.336782032,vOTUs
11.04659516,0.379978635,vOTUs
10.1768888,0.368561719,vOTUs
10.02984985,0.35019199,vOTUs
2.197996017,0.688182953,vOTUs
3.81804142,0.658356588,vOTUs
12.32776305,0.370939023,vOTUs
12.04743624,0.400194962,vOTUs
13.3068173,0.525359531,vOTUs
12.08222511,0.574001478,vOTUs
11.33421443,0.554537122,vOTUs
11.11705236,0.606433441,vOTUs
3.623075588,0.823388708,vOTUs
13.14580728,0.447503371,vOTUs
13.07057358,0.43794663,vOTUs
14.17975713,0.588554986,vOTUs
13.03228808,0.606856558,vOTUs
12.22274716,0.591694562,vOTUs
12.08179912,0.597051347,vOTUs
10.05851854,0.429234877,vOTUs
10.27979815,0.410908551,vOTUs
11.07041179,0.591410428,vOTUs
10.36031956,0.581323119,vOTUs
9.105205037,0.577186728,vOTUs
9.168323818,0.566477688,vOTUs
2.008828656,0.448154614,vOTUs
1.25829503,0.36607167,vOTUs
2.562443266,0.384204981,vOTUs
1.322260413,0.387667355,vOTUs
1.782244976,0.368566623,vOTUs
2.394692905,0.337467758,vOTUs
1.13706247,0.377413144,vOTUs
2.309260152,0.367023034,vOTUs
